source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract,board_data_status
TM-47814-1749472702.lin,TM,open,6,e,ew,4.0,E,S874HK976DKT8CA96,SKJHJ3DQJ75CT5432,S932HAT54D963CKQ7,,S874HK976DKT8CA96,SKJHJ3DQJ75CT5432,S932HAT54D963CKQ7,,,1S PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,7,b,both,1.0,S,SKQJ965HA763DA7C5,SAHJT98DQ953CKJ76,S842HQ542DK86CA93,,SKQJ965HA763DA7C5,SAHJT98DQ953CKJ76,S842HQ542DK86CA93,,,1S PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-47814-1749472702.lin,TM,open,8,o,none,2.0,W,SK732HKT93D972CJ9,SA8HAQJ2DKQJ3CAT3,SJT964H87DT8CK842,,SK732HKT93D972CJ9,SA8HAQJ2DKQJ3CAT3,SJT964H87DT8CK842,,9.0,2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,9,e,ew,3.0,N,SA93H9842D5CQJ974,S5HAKQJTDQJT97C63,SKQJT7H6D86432CT8,,SA93H9842D5CQJ974,S5HAKQJTDQJT97C63,SKQJT7H6D86432CT8,,12.0,2S! PASS PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-47814-1749472702.lin,TM,open,10,b,both,4.0,E,SQ74HQT82DT2CT973,ST6H54DKQ7643CA62,SK985HJ63DAJ9CJ84,,SQ74HQT82DT2CT973,ST6H54DKQ7643CA62,SK985HJ63DAJ9CJ84,,10.0,1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,11,o,none,1.0,S,SAJHKQ9DQJ963CJ53,S8543HT752DT4CAKT,SKQ96HJ8DK87CQ862,,SAJHKQ9DQJ963CJ53,S8543HT752DT4CAKT,SKQ96HJ8DK87CQ862,,8.0,1D PASS 1S PASS 1NT PASS 2C! PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,12,n,ns,2.0,W,SAQT86H43D632CJ94,SJ2HKJT92DKQJCAKQ,SK9754H765DA9C832,,SAQT86H43D632CJ94,SJ2HKJT92DKQJCAKQ,SK9754H765DA9C832,,,2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,13,b,both,3.0,N,S83HKQJ98DA73C974,S9642HDK8652CT632,SAQHAT7532D9CAQJ5,,S83HKQJ98DA73C974,S9642HDK8652CT632,SAQHAT7532D9CAQJ5,,11.0,1H 1S 2S! PASS 4N! PASS 5S! PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-47814-1749472702.lin,TM,open,14,o,none,4.0,E,S95HQT92DQT4CQJT7,SKQJT2HA843D953C5,S743H765DA72CK832,,S95HQT92DQT4CQJT7,SKQJT2HA843D953C5,S743H765DA72CK832,,8.0,1NT PASS 2C! PASS 2D! PASS 3H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,15,n,ns,1.0,S,SKQ9H4DQJT97CAKQ9,SAT4HAQJT8D2CT832,SJ87H6532DAK4CJ76,,SKQ9H4DQJT97CAKQ9,SAT4HAQJT8D2CT832,SJ87H6532DAK4CJ76,,,1D X 1H PASS 2C PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,16,e,ew,2.0,W,SA652HK63DT8CT543,SKT7HT85DKQJ95CKJ,SQ843HA42D32CQ982,,SA652HK63DT8CT543,SKT7HT85DKQJ95CKJ,SQ843HA42D32CQ982,,,1D PASS 1H PASS 2D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,1,o,none,3.0,N,S432H875DA32CJ753,S86HAQ94DJ986CQ96,SAKQJT7HJ3DKT54CA,,S432H875DA32CJ753,S86HAQ94DJ986CQ96,SAKQJT7HJ3DKT54CA,,11.0,1S X PASS 2H 2S PASS PASS 3D PASS 3H 3S PASS PASS PASS,3S,missing_or_invalid
TM-47876-1749473827.lin,TM,open,2,n,ns,4.0,E,SA742HA73DKQ6CK83,SQJ53H84DAJT97C65,SKT98HT5D43CAQJT9,,SA742HA73DKQ6CK83,SQJ53H84DAJT97C65,SKT98HT5D43CAQJT9,,7.0,2D! 2H! X PASS PASS 2NT PASS 3S PASS 4S PASS PASS 5H X PASS PASS PASS,5H,missing_or_invalid
TM-47876-1749473827.lin,TM,open,3,e,ew,1.0,S,SAQJTHAJ4DT73CAT4,S43HKQT92D92CQJ53,SK76H753DAQJ65C97,,SAQJTHAJ4DT73CAT4,S43HKQT92D92CQJ53,SK76H753DAQJ65C97,,9.0,1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,4,b,both,2.0,W,ST63HJT75DT53CT52,S742H63DAKQ9CAKQJ,SKJ98HQ8D742C8763,,ST63HJT75DT53CT52,S742H63DAKQ9CAKQJ,SKJ98HQ8D742C8763,,12.0,1D PASS 1H PASS 2NT PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,5,n,ns,3.0,N,SAQ8HAK964DJ53C52,SKJT3HJT5DA42C643,S742H82DQT97CAKQJ,,SAQ8HAK964DJ53C52,SKJT3HJT5DA42C643,S742H82DQT97CAKQJ,,10.0,1D PASS 1H PASS 1NT PASS 2D! PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,6,e,ew,4.0,E,S874HK976DKT8CA96,SKJHJ3DQJ75CT5432,S932HAT54D963CKQ7,,S874HK976DKT8CA96,SKJHJ3DQJ75CT5432,S932HAT54D963CKQ7,,8.0,1S PASS 1NT PASS 2D PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-47876-1749473827.lin,TM,open,7,b,both,1.0,S,SKQJ965HA763DA7C5,SAHJT98DQ953CKJ76,S842HQ542DK86CA93,,SKQJ965HA763DA7C5,SAHJT98DQ953CKJ76,S842HQ542DK86CA93,,,1S X 2S PASS 4C! PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-47876-1749473827.lin,TM,open,8,o,none,2.0,W,SK732HKT93D972CJ9,SA8HAQJ2DKQJ3CAT3,SJT964H87DT8CK842,,SK732HKT93D972CJ9,SA8HAQJ2DKQJ3CAT3,SJT964H87DT8CK842,,,2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,9,e,ew,3.0,N,SA93H9842D5CQJ974,S5HAKQJTDQJT97C63,SKQJT7H6D86432CT8,,SA93H9842D5CQJ974,S5HAKQJTDQJT97C63,SKQJT7H6D86432CT8,,,2S PASS 3S 4H 4S PASS PASS PASS,4S,missing_or_invalid
TM-47876-1749473827.lin,TM,open,10,b,both,4.0,E,SQ74HQT82DT2CT973,ST6H54DKQ7643CA62,SK985HJ63DAJ9CJ84,,SQ74HQT82DT2CT973,ST6H54DKQ7643CA62,SK985HJ63DAJ9CJ84,,10.0,1NT PASS 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,11,o,none,1.0,S,SAJHKQ9DQJ963CJ53,S8543HT752DT4CAKT,SKQ96HJ8DK87CQ862,,SAJHKQ9DQJ963CJ53,S8543HT752DT4CAKT,SKQ96HJ8DK87CQ862,,,1D PASS 1S PASS 1NT PASS 2C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47876-1749473827.lin,TM,open,12,n,ns,2.0,W,SAQT86H43D632CJ94,SJ2HKJT92DKQJCAKQ,SK9754H765DA9C832,,SAQT86H43D632CJ94,SJ2HKJT92DKQJCAKQ,SK9754H765DA9C832,,10.0,2C PASS 2D! PASS 2H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-47876-1749473827.lin,TM,open,13,b,both,3.0,N,S83HKQJ98DA73C974,S9642HDK8652CT632,SAQHAT7532D9CAQJ5,,S83HKQJ98DA73C974,S9642HDK8652CT632,SAQHAT7532D9CAQJ5,,12.0,1H 1S 4H 4S 5C PASS 5H PASS PASS PASS,5H,missing_or_invalid
TM-47876-1749473827.lin,TM,open,14,o,none,4.0,E,S95HQT92DQT4CQJT7,SKQJT2HA843D953C5,S743H765DA72CK832,,S95HQT92DQT4CQJT7,SKQJT2HA843D953C5,S743H765DA72CK832,,11.0,1NT PASS 2C PASS 2D! PASS 3H PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-47876-1749473827.lin,TM,open,15,n,ns,1.0,S,SKQ9H4DQJT97CAKQ9,SAT4HAQJT8D2CT832,SJ87H6532DAK4CJ76,,SKQ9H4DQJT97CAKQ9,SAT4HAQJT8D2CT832,SJ87H6532DAK4CJ76,,,1C 1H 1NT 2H 3D 3H 4C PASS 5C X PASS PASS PASS,5C,missing_or_invalid
TM-47876-1749473827.lin,TM,open,16,e,ew,2.0,W,S5HA7643D742CK962,SAQT42HKJ5DQCJT84,S976H2DT9865CAQ75,,S5HA7643D742CK962,SAQT42HKJ5DQCJT84,S976H2DT9865CAQ75,,11.0,1S PASS 2NT PASS 3C PASS 3D! PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,1,o,none,3.0,N,S943H532DQJT765C4,SJT65HK7D43CAQJT5,SKQ72HQDAK8CK8762,,S943H532DQJT765C4,SJT65HK7D43CAQJT5,SKQ72HQDAK8CK8762,,9.0,1C 1H PASS 1NT 2S 4H PASS PASS PASS,4H,missing_or_invalid
TM-48595-1751633991.lin,TM,open,2,n,ns,4.0,E,SAKJ72HA2DAT75CKQ,S53HKT543DK84C742,SQ964H6DQJCAT9865,,SAKJ72HA2DAT75CKQ,S53HKT543DK84C742,SQ964H6DQJCAT9865,,13.0,PASS 2C! PASS 3C PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,3,e,ew,1.0,S,SAK853HA82DT93C75,ST94HK65DAKJ2CAT6,SHJ9DQ8654CKQJ943,,SAK853HA82DT93C75,ST94HK65DAKJ2CAT6,SHJ9DQ8654CKQJ943,,7.0,1S X PASS 2H PASS 2S! 3C 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48595-1751633991.lin,TM,open,4,b,both,2.0,W,SKQH532D864CQ7532,S9853HAQ4DAKCJ864,ST7642H98DJT5CKT9,,SKQH532D864CQ7532,S9853HAQ4DAKCJ864,ST7642H98DJT5CKT9,,,1C PASS 1H PASS 1NT PASS 2D! PASS 2H PASS 3H PASS 4D! PASS 4N! PASS 5S PASS 5N! PASS 6C PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-48595-1751633991.lin,TM,open,5,n,ns,3.0,N,SQJ86HQT64DT3CKT2,SAK43H532DKQJ7CQ5,S752HAK8D94CA8763,,SQJ86HQT64DT3CKT2,SAK43H532DKQJ7CQ5,S752HAK8D94CA8763,,,PASS PASS PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-48595-1751633991.lin,TM,open,6,e,ew,4.0,E,S9654HQ43D932CT95,SAJ3HAK9652DK6CQ8,ST87HT8DJT74CAJ62,,S9654HQ43D932CT95,SAJ3HAK9652DK6CQ8,ST87HT8DJT74CAJ62,,13.0,1NT PASS 2D! PASS 2H PASS 4NT PASS 5C! PASS 5H PASS PASS PASS,5H,missing_or_invalid
TM-48595-1751633991.lin,TM,open,7,b,both,1.0,S,SKT75HAKD9864C965,S983H76DJ3CQJ8743,SQJ6HQ8DKQT52CAT2,,SKT75HAKD9864C965,S983H76DJ3CQJ8743,SQJ6HQ8DKQT52CAT2,,10.0,PASS PASS 1D 3H X PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,8,o,none,2.0,W,SQ2HKT6DAKQ87CT87,SK6HJ943DT94CK964,SA9873HAQ8D63CJ53,,SQ2HKT6DAKQ87CT87,SK6HJ943DT94CK964,SA9873HAQ8D63CJ53,,9.0,PASS 1S PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48595-1751633991.lin,TM,open,9,e,ew,3.0,N,ST972H3DJ6CAKQJ84,SQ653HAQ842DQ3C63,SA4HJT96DAK98CT75,,ST972H3DJ6CAKQJ84,SQ653HAQ842DQ3C63,SA4HJT96DAK98CT75,,10.0,1D PASS 1S 2H PASS PASS X PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48595-1751633991.lin,TM,open,10,b,both,4.0,E,S932HJ7DQT65CKQ94,SAK8HAKDA873CT632,SQJ65HQ9652D9CJ85,,S932HJ7DQT65CKQ94,SAK8HAKDA873CT632,SQJ65HQ9652D9CJ85,,9.0,PASS PASS 1D PASS 1H PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48595-1751633991.lin,TM,open,11,o,none,1.0,S,SQJ876HA52D9832CJ,SHQ9874DAT74CAK83,SA542HK6DKQ5CQT65,,SQJ876HA52D9832CJ,SHQ9874DAT74CAK83,SA542HK6DKQ5CQT65,,,PASS 1H X 2H 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,12,n,ns,2.0,W,S7432HA8DT97CAKJT,SK96HKQ65D53C8765,SJHJT742DAQ642CQ3,,S7432HA8DT97CAKJT,SK96HKQ65D53C8765,SJHJT742DAQ642CQ3,,8.0,PASS 2H 2S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,13,b,both,3.0,N,ST732HA2DKT7CKT42,S4HK7653DQ842C953,SKQJ865HQ8DCQJ876,,ST732HA2DKT7CKT42,S4HK7653DQ842C953,SKQJ865HQ8DCQJ876,,10.0,1S 2D 3D! PASS 4S X PASS PASS PASS,4S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,14,o,none,4.0,E,SJ94HK942D942CA73,SKQ87HT5DK863CK62,S6532H73DATCQJ854,,SJ94HK942D942CA73,SKQ87HT5DK863CK62,S6532H73DATCQJ854,,8.0,1H PASS 1S PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48595-1751633991.lin,TM,open,15,n,ns,1.0,S,SAKQ532HTDAK6432C,S4HQ87654DQCAJ965,SJT8HK3DT75CKT874,,SAKQ532HTDAK6432C,S4HQ87654DQCAJ965,SJT8HK3DT75CKT874,,12.0,1S 2S 3S 4H 6S PASS PASS PASS,6S,missing_or_invalid
TM-48595-1751633991.lin,TM,open,16,e,ew,2.0,W,S75HA62DKQJ92CQ64,SA932HQ5DA853C982,SKQJT64H97DT64C75,,S75HA62DKQJ92CQ64,SA932HQ5DA853C982,SKQJT64H97DT64C75,,11.0,PASS 2D PASS 2S! PASS 3S 4H PASS PASS 4S 5C PASS PASS PASS,5C,missing_or_invalid
TM-48611-1751634025.lin,TM,open,1,o,none,3.0,N,S943H532DQJT765C4,SJT65HK7D43CAQJT5,SKQ72HQDAK8CK8762,,S943H532DQJT765C4,SJT65HK7D43CAQJT5,SKQ72HQDAK8CK8762,,9.0,1NT 4H PASS PASS X PASS PASS PASS,4H,missing_or_invalid
TM-48611-1751634025.lin,TM,open,2,n,ns,4.0,E,SAKJ72HA2DAT75CKQ,S53HKT543DK84C742,SQ964H6DQJCAT9865,,SAKJ72HA2DAT75CKQ,S53HKT543DK84C742,SQ964H6DQJCAT9865,,13.0,PASS 2C 2H X 3NT 4S PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-48611-1751634025.lin,TM,open,3,e,ew,1.0,S,SAK853HA82DT93C75,ST94HK65DAKJ2CAT6,SHJ9DQ8654CKQJ943,,SAK853HA82DT93C75,ST94HK65DAKJ2CAT6,SHJ9DQ8654CKQJ943,,9.0,1S X 2C 3H PASS 4H X PASS PASS PASS,4H,missing_or_invalid
TM-48611-1751634025.lin,TM,open,4,b,both,2.0,W,SKQH532D864CQ7532,S9853HAQ4DAKCJ864,ST7642H98DJT5CKT9,,SKQH532D864CQ7532,S9853HAQ4DAKCJ864,ST7642H98DJT5CKT9,,,1C PASS 2H PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-48611-1751634025.lin,TM,open,5,n,ns,3.0,N,SQJ86HQT64DT3CKT2,SAK43H532DKQJ7CQ5,S752HAK8D94CA8763,,SQJ86HQT64DT3CKT2,SAK43H532DKQJ7CQ5,S752HAK8D94CA8763,,,1C PASS 1H X 2C 2D 3C 3D X PASS PASS PASS,3D,missing_or_invalid
TM-48611-1751634025.lin,TM,open,6,e,ew,4.0,E,S9654HQ43D932CT95,SAJ3HAK9652DK6CQ8,ST87HT8DJT74CAJ62,,S9654HQ43D932CT95,SAJ3HAK9652DK6CQ8,ST87HT8DJT74CAJ62,,,1NT PASS 4D! PASS 4H PASS 4NT PASS 5D PASS 5H PASS PASS PASS,5H,missing_or_invalid
TM-48611-1751634025.lin,TM,open,7,b,both,1.0,S,SKT75HAKD9864C965,S983H76DJ3CQJ8743,SQJ6HQ8DKQT52CAT2,,SKT75HAKD9864C965,S983H76DJ3CQJ8743,SQJ6HQ8DKQT52CAT2,,,PASS PASS 1NT 2C! X PASS PASS 2H X PASS PASS PASS,2H,missing_or_invalid
TM-48611-1751634025.lin,TM,open,8,o,none,2.0,W,SQ2HKT6DAKQ87CT87,SK6HJ943DT94CK964,SA9873HAQ8D63CJ53,,SQ2HKT6DAKQ87CT87,SK6HJ943DT94CK964,SA9873HAQ8D63CJ53,,9.0,PASS 1S PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48611-1751634025.lin,TM,open,9,e,ew,3.0,N,ST972H3DJ6CAKQJ84,SQ653HAQ842DQ3C63,SA4HJT96DAK98CT75,,ST972H3DJ6CAKQJ84,SQ653HAQ842DQ3C63,SA4HJT96DAK98CT75,,11.0,1C PASS 1S PASS 1NT PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-48611-1751634025.lin,TM,open,10,b,both,4.0,E,S932HJ7DQT65CKQ94,SAK8HAKDA873CT632,SQJ65HQ9652D9CJ85,,S932HJ7DQT65CKQ94,SAK8HAKDA873CT632,SQJ65HQ9652D9CJ85,,9.0,PASS PASS 1C PASS 1H PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-48611-1751634025.lin,TM,open,11,o,none,1.0,S,SQJ876HA52D9832CJ,SHQ9874DAT74CAK83,SA542HK6DKQ5CQT65,,SQJ876HA52D9832CJ,SHQ9874DAT74CAK83,SA542HK6DKQ5CQT65,,,PASS 1H X PASS 1S 2C 2S PASS PASS PASS,2S,missing_or_invalid
TM-48611-1751634025.lin,TM,open,12,n,ns,2.0,W,S7432HA8DT97CAKJT,SK96HKQ65D53C8765,SJHJT742DAQ642CQ3,,S7432HA8DT97CAKJT,SK96HKQ65D53C8765,SJHJT742DAQ642CQ3,,,PASS PASS PASS 1C PASS 1H 1S PASS 2S 3D PASS PASS PASS,3D,missing_or_invalid
TM-48611-1751634025.lin,TM,open,13,b,both,3.0,N,ST732HA2DKT7CKT42,S4HK7653DQ842C953,SKQJ865HQ8DCQJ876,,ST732HA2DKT7CKT42,S4HK7653DQ842C953,SKQJ865HQ8DCQJ876,,,1S 2D 3S 4D 4S PASS PASS PASS,4S,missing_or_invalid
TM-48611-1751634025.lin,TM,open,14,o,none,4.0,E,SJ94HK942D942CA73,SKQ87HT5DK863CK62,S6532H73DATCQJ854,,SJ94HK942D942CA73,SKQ87HT5DK863CK62,S6532H73DATCQJ854,,,1H PASS 2N! PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-48611-1751634025.lin,TM,open,15,n,ns,1.0,S,SAKQ532HTDAK6432C,S4HQ87654DQCAJ965,SJT8HK3DT75CKT874,,SAKQ532HTDAK6432C,S4HQ87654DQCAJ965,SJT8HK3DT75CKT874,,12.0,2C 2H PASS PASS 2S PASS 3S PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-48611-1751634025.lin,TM,open,16,e,ew,2.0,W,S75HA62DKQJ92CQ64,SA932HQ5DA853C982,SKQJT64H97DT64C75,,S75HA62DKQJ92CQ64,SA932HQ5DA853C982,SKQJT64H97DT64C75,,,PASS 2S 3H PASS 3NT PASS 4C PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-4987-1755001165.lin,TM,open,1,o,none,3.0,N,S4JH349QKD3589C7T,S367TAH26TDC34QKA,S25QHJD467TJKAC8J,,S4JH349QKD3589C7T,S367TAH26TDC34QKA,S25QHJD467TJKAC8J,,8.0,1D PASS 1H X 2D PASS PASS X PASS 2S PASS PASS 3D PASS PASS 3S PASS PASS 4D PASS PASS PASS,4D,missing_or_invalid
TM-4987-1755001165.lin,TM,open,2,n,ns,4.0,E,S4QKAH57AD457C79J,S3679JH6D389JC268,S258H348TD2KC35TK,,S4QKAH57AD457C79J,S3679JH6D389JC268,S258H348TD2KC35TK,,,1C PASS PASS PASS,1C,missing_or_invalid
TM-4987-1755001165.lin,TM,open,3,e,ew,1.0,S,S89TKH59JD257CQKA,S37QAHTKD348JC248,S5JH26QAD69TC69TJ,,S89TKH59JD257CQKA,S37QAHTKD348JC248,S5JH26QAD69TC69TJ,,,1D PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-4987-1755001165.lin,TM,open,4,b,both,2.0,W,S7TKH567QDJAC5TKA,S5H29KD379TC2679J,S2346QAH8D568KC38,,S7TKH567QDJAC5TKA,S5H29KD379TC2679J,S2346QAH8D568KC38,,10.0,PASS 2S 3H 4S PASS PASS PASS,4S,missing_or_invalid
TM-4987-1755001165.lin,TM,open,5,n,ns,3.0,N,S579H2358D35TQC79,S6TJH7AD7JC23468Q,S234H9TJQKD8KC5TA,,S579H2358D35TQC79,S6TJH7AD7JC23468Q,S234H9TJQKD8KC5TA,,,1H X PASS 2C PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-4987-1755001165.lin,TM,open,6,e,ew,4.0,E,S47JH67QD467KC237,S3569TQAH23KAD3C4,S8H589TJD9JQAC5QK,,S47JH67QD467KC237,S3569TQAH23KAD3C4,S8H589TJD9JQAC5QK,,12.0,PASS PASS 1S X 2C PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-4987-1755001165.lin,TM,open,7,b,both,1.0,S,S268JH36D25TJQKC4,S345AH5AD389C267A,S79H79TKD47AC59QK,,S268JH36D25TJQKC4,S345AH5AD389C267A,S79H79TKD47AC59QK,,7.0,PASS 1C PASS 1H PASS 1NT PASS 2C! PASS 2D PASS 2H PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-4987-1755001165.lin,TM,open,8,o,none,2.0,W,S456QKAH3TD4TJQC2,S78TH2JD3579KC5JQ,S3H5789KAD26C347K,,S456QKAH3TD4TJQC2,S78TH2JD3579KC5JQ,S3H5789KAD26C347K,,,PASS 2H 3C 3S PASS PASS PASS,3S,missing_or_invalid
TM-4987-1755001165.lin,TM,open,9,e,ew,3.0,N,SQH246JQD346C27KA,S2345JKAHAD27ACJQ,S69TH357D589QC689,,SQH246JQD346C27KA,S2345JKAHAD27ACJQ,S69TH357D589QC689,,11.0,PASS PASS 1H X PASS 1NT PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-4987-1755001165.lin,TM,open,10,b,both,4.0,E,S48JKAH9D345JC59K,S26H48JQD68C3467J,S39TQH3KD79QAC8QA,,S48JKAH9D345JC59K,S26H48JQD68C3467J,S39TQH3KD79QAC8QA,,11.0,2D! 2S PASS 4C PASS 4H PASS 4NT PASS 5H PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-52145-1753792224.lin,TM,open,1,o,none,3.0,N,S7TQKH69TJD26KCJK,S68AH248AD45TC458,S345JHKD37QC269QA,,S7TQKH69TJD26KCJK,S68AH248AD45TC458,S345JHKD37QC269QA,,11.0,2C PASS 2D PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-52145-1753792224.lin,TM,open,2,n,ns,4.0,E,S357H5678TAD6C8JA,S4QH4JD238TKC246K,S2KAH39QD457JAC9Q,,S357H5678TAD6C8JA,S4QH4JD238TKC246K,S2KAH39QD457JAC9Q,,11.0,PASS 2H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-52145-1753792224.lin,TM,open,3,e,ew,1.0,S,S268QH34QADTC68JQ,S39TAH8D256QKAC35,S47KH259TJKD9C27A,,S268QH34QADTC68JQ,S39TAH8D256QKAC35,S47KH259TJKD9C27A,,9.0,2D! 3D 4H PASS PASS PASS,4H,missing_or_invalid
TM-52145-1753792224.lin,TM,open,4,b,both,2.0,W,SJKH58TQKD89KAC2K,S3458TH7D4TJC38JA,S29QAHAD235QC469T,,SJKH58TQKD89KAC2K,S3458TH7D4TJC38JA,S29QAHAD235QC469T,,,PASS 1D! PASS 1H PASS 1S PASS 2D! PASS 2S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-52145-1753792224.lin,TM,open,5,n,ns,3.0,N,S358TJAH345QD9CQA,S4QKH28KD25TKC389,S267H69JD6QC246JK,,S358TJAH345QD9CQA,S4QKH28KD25TKC389,S267H69JD6QC246JK,,10.0,PASS PASS 1S PASS PASS 2D 2S 2NT PASS 3D PASS PASS PASS,3D,missing_or_invalid
TM-52145-1753792224.lin,TM,open,6,e,ew,4.0,E,S27H2458TKD7TJCJA,S5689THAD28QC2567,S4JAH379D49KC3489,,S27H2458TKD7TJCJA,S5689THAD28QC2567,S4JAH379D49KC3489,,,1NT PASS 2H PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-52145-1753792224.lin,TM,open,7,b,both,1.0,S,S89QAH36D346C38QK,S7TJH89TAD2TJC267,SH5JQD789QKAC459T,,S89QAH36D346C38QK,S7TJH89TAD2TJC267,SH5JQD789QKAC459T,,,1D PASS 2D 2S PASS PASS 3D 3S X PASS PASS PASS,3S,missing_or_invalid
TM-52145-1753792224.lin,TM,open,8,o,none,2.0,W,S39JH23KD2379JQCA,S78TAH489DKC57JQK,S56H5AD4568TC2349,,S39JH23KD2379JQCA,S78TAH489DKC57JQK,S56H5AD4568TC2349,,10.0,1C PASS 1H 2D X 4D 4H PASS PASS PASS,4H,missing_or_invalid
TM-53560-1756124168.lin,TM,open,1,o,none,3.0,N,SJ3HAJ62DK643C876,SAK8762H85DA8CKJT,ST54HK43DQ97CA952,,SJ3HAJ62DK643C876,SAK8762H85DA8CKJT,ST54HK43DQ97CA952,,9.0,PASS PASS PASS 1S PASS 1NT PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-53560-1756124168.lin,TM,open,2,n,ns,4.0,E,SAQHK84DQ74CT9643,SJ63HA3DAT93CJ852,SKT92HQJT765D2CQ7,,SAQHK84DQ74CT9643,SJ63HA3DAT93CJ852,SKT92HQJT765D2CQ7,,,PASS 1C PASS 1H X PASS 2D 2H PASS PASS 2S 3H PASS PASS PASS,3H,missing_or_invalid
TM-53560-1756124168.lin,TM,open,3,e,ew,1.0,S,SAT963HAT63D94CK7,S74HJ985DT62CAT65,SKJ5H74DJ853C8432,,SAT963HAT63D94CK7,S74HJ985DT62CAT65,SKJ5H74DJ853C8432,,7.0,1S PASS 2S PASS PASS PASS,2S,missing_or_invalid
