source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract
85336.lin,BBO,open,26,b,both,4,E,SKT86HAJDJ98CT654,SJ952H982DT72CQ73,SAQ4HT6543DKQ54CA,S73HKQ7DA63CKJ982,SKT86HAJDJ98CT654,SJ952H982DT72CQ73,SAQ4HT6543DKQ54CA,S73HKQ7DA63CKJ982,7,1C! PASS 1H! 2H P! 2NT PASS 3NT PASS PASS PASS,3NT
85336.lin,BBO,closed,26,b,both,4,E,SKT86HAJDJ98CT654,SJ952H982DT72CQ73,SAQ4HT6543DKQ54CA,S73HKQ7DA63CKJ982,SKT86HAJDJ98CT654,SJ952H982DT72CQ73,SAQ4HT6543DKQ54CA,S73HKQ7DA63CKJ982,11,1C! PASS 1D! 1H PASS 1S PASS 2D PASS 2H PASS 2S PASS PASS PASS,2S
85336.lin,BBO,open,27,o,none,1,S,SKJ65HAJD987CQ986,SAT2HQ984DT62C543,SQ974H62DAKQ5CJ72,S83HKT753DJ43CAKT,SKJ65HAJD987CQ986,SAT2HQ984DT62C543,SQ974H62DAKQ5CJ72,S83HKT753DJ43CAKT,9,1C PASS 1S PASS 2S PASS 3C! PASS 3S PASS PASS PASS,3S
85336.lin,BBO,closed,27,o,none,1,S,SKJ65HAJD987CQ986,SAT2HQ984DT62C543,SQ974H62DAKQ5CJ72,S83HKT753DJ43CAKT,SKJ65HAJD987CQ986,SAT2HQ984DT62C543,SQ974H62DAKQ5CJ72,S83HKT753DJ43CAKT,10,PASS PASS 1D 1H X 3H! PASS PASS X PASS 3S PASS PASS PASS,3S
85336.lin,BBO,open,28,n,ns,2,W,S964HKJ9653D53C83,SA82HAQTDQT8CAQJ4,SKQ53H82DA942CKT7,SJT7H74DKJ76C9652,S964HKJ9653D53C83,SA82HAQTDQT8CAQJ4,SKQ53H82DA942CKT7,SJT7H74DKJ76C9652,,2NT PASS 3NT PASS PASS PASS,3NT
85336.lin,BBO,closed,28,n,ns,2,W,S964HKJ9653D53C83,SA82HAQTDQT8CAQJ4,SKQ53H82DA942CKT7,SJT7H74DKJ76C9652,S964HKJ9653D53C83,SA82HAQTDQT8CAQJ4,SKQ53H82DA942CKT7,SJT7H74DKJ76C9652,10,1C! PASS 1D! PASS 1N! PASS PASS PASS,PASSOUT
85338.lin,BBO,open,13,b,both,3,N,SAT752HKQ87D84CK8,SKQJ6H932D73CAJ75,S984H54DQJT62CQ63,S3HAJT6DAK95CT942,SAT752HKQ87D84CK8,SKQJ6H932D73CAJ75,S984H54DQJT62CQ63,S3HAJT6DAK95CT942,10,PASS 1D 1S PASS PASS D! PASS 2NT PASS PASS PASS,2NT
85338.lin,BBO,closed,13,b,both,3,N,SAT752HKQ87D84CK8,SKQJ6H932D73CAJ75,S984H54DQJT62CQ63,S3HAJT6DAK95CT942,SAT752HKQ87D84CK8,SKQJ6H932D73CAJ75,S984H54DQJT62CQ63,S3HAJT6DAK95CT942,9,PASS 1D 1S 1NT PASS PASS PASS,1NT
85338.lin,BBO,open,14,o,none,4,E,SKQ7HA954D72CQJ92,SJ6542H2DQ9CAT853,ST93HKT763D43C764,SA8HQJ8DAKJT865CK,SKQ7HA954D72CQJ92,SJ6542H2DQ9CAT853,ST93HKT763D43C764,SA8HQJ8DAKJT865CK,10,1D X 1S PASS 3NT PASS PASS PASS,3NT
85338.lin,BBO,closed,14,o,none,4,E,SKQ7HA954D72CQJ92,SJ6542H2DQ9CAT853,ST93HKT763D43C764,SA8HQJ8DAKJT865CK,SKQ7HA954D72CQJ92,SJ6542H2DQ9CAT853,ST93HKT763D43C764,SA8HQJ8DAKJT865CK,10,1D X 1S 2H 3NT PASS PASS PASS,3NT
85338.lin,BBO,open,15,n,ns,1,S,S87H942DK62CKJ983,SJ95HKJT53DQJ94CT,SAT32H86DT873CA42,SKQ64HAQ7DA5CQ765,S87H942DK62CKJ983,SJ95HKJT53DQJ94CT,SAT32H86DT873CA42,SKQ64HAQ7DA5CQ765,10,PASS 2H PASS 4H PASS PASS PASS,4H
85338.lin,BBO,closed,15,n,ns,1,S,S87H942DK62CKJ983,SJ95HKJT53DQJ94CT,SAT32H86DT873CA42,SKQ64HAQ7DA5CQ765,S87H942DK62CKJ983,SJ95HKJT53DQJ94CT,SAT32H86DT873CA42,SKQ64HAQ7DA5CQ765,10,PASS PASS PASS 1NT PASS 2D PASS 2NT PASS 3D PASS 3H PASS 4H PASS PASS PASS,4H
85338.lin,BBO,open,16,e,ew,2,W,SJ94HQJTDQJ754C43,S83H9753DKT3CJ852,ST762H2DA9862CKQT,SAKQ5HAK864DCA976,SJ94HQJTDQJ754C43,S83H9753DKT3CJ852,ST762H2DA9862CKQT,SAKQ5HAK864DCA976,10,PASS PASS 2C! PASS 2D! PASS 2H! PASS 2S! PASS 3S PASS 4H PASS PASS PASS,4H
85338.lin,BBO,closed,16,e,ew,2,W,SJ94HQJTDQJ754C43,S83H9753DKT3CJ852,ST762H2DA9862CKQT,SAKQ5HAK864DCA976,SJ94HQJTDQJ754C43,S83H9753DKT3CJ852,ST762H2DA9862CKQT,SAKQ5HAK864DCA976,10,PASS PASS 2D! PASS 2H! X XX PASS 3C PASS 6C PASS PASS X PASS PASS PASS,6C
85338.lin,BBO,open,17,o,none,3,N,SKQT42HK4D3CAJ642,SAJ98H85DAJ965C75,S7653HAJ97DT2CT93,SHQT632DKQ874CKQ8,SKQT42HK4D3CAJ642,SAJ98H85DAJ965C75,S7653HAJ97DT2CT93,SHQT632DKQ874CKQ8,8,2D! 3C! 4S X PASS PASS PASS,4S
85338.lin,BBO,closed,17,o,none,3,N,SKQT42HK4D3CAJ642,SAJ98H85DAJ965C75,S7653HAJ97DT2CT93,SHQT632DKQ874CKQ8,SKQT42HK4D3CAJ642,SAJ98H85DAJ965C75,S7653HAJ97DT2CT93,SHQT632DKQ874CKQ8,10,PASS 1H 2H! X 2S 3D PASS 4D PASS 5D PASS PASS PASS,5D
85338.lin,BBO,open,18,n,ns,4,E,S3HA2DA965CK97642,SA8642HQT976DT7CQ,SKJ7H83DKJ8432CJ3,SQT95HKJ54DQCAT85,S3HA2DA965CK97642,SA8642HQT976DT7CQ,SKJ7H83DKJ8432CJ3,SQT95HKJ54DQCAT85,9,1C 2C X PASS 2S PASS 3S PASS 4S PASS PASS PASS,4S
85338.lin,BBO,closed,18,n,ns,4,E,S3HA2DA965CK97642,SA8642HQT976DT7CQ,SKJ7H83DKJ8432CJ3,SQT95HKJ54DQCAT85,S3HA2DA965CK97642,SA8642HQT976DT7CQ,SKJ7H83DKJ8432CJ3,SQT95HKJ54DQCAT85,10,1N! PASS 2C PASS 2H PASS PASS 3D PASS 4D PASS PASS PASS,4D
85338.lin,BBO,open,19,e,ew,1,S,SKQJ85HA5DJ9CJ853,S743HQJ93DK654CQ6,SA9HKT764DA73CA74,ST62H82DQT82CKT92,SKQJ85HA5DJ9CJ853,S743HQJ93DK654CQ6,SA9HKT764DA73CA74,ST62H82DQT82CKT92,9,1S PASS 2H PASS 2NT PASS 3NT PASS PASS PASS,3NT
85338.lin,BBO,closed,19,e,ew,1,S,SKQJ85HA5DJ9CJ853,S743HQJ93DK654CQ6,SA9HKT764DA73CA74,ST62H82DQT82CKT92,SKQJ85HA5DJ9CJ853,S743HQJ93DK654CQ6,SA9HKT764DA73CA74,ST62H82DQT82CKT92,9,1S PASS 2H PASS 2NT PASS 3NT PASS PASS PASS,3NT
85338.lin,BBO,open,20,b,both,2,W,S7HAQJ876DQ4CJ854,SAQ84HKDAJ95CAQT3,SK952HT953DT76CK7,SJT63H42DK832C962,S7HAQJ876DQ4CJ854,SAQ84HKDAJ95CAQT3,SK952HT953DT76CK7,SJT63H42DK832C962,,2NT PASS 3C PASS 3D PASS 3H X 4S PASS PASS PASS,4S
85338.lin,BBO,closed,20,b,both,2,W,S7HAQJ876DQ4CJ854,SAQ84HKDAJ95CAQT3,SK952HT953DT76CK7,SJT63H42DK832C962,S7HAQJ876DQ4CJ854,SAQ84HKDAJ95CAQT3,SK952HT953DT76CK7,SJT63H42DK832C962,8,1C! PASS 1H! 2H 4H PASS 4S PASS PASS PASS,4S
85338.lin,BBO,open,21,n,ns,3,N,SQ3HKT82DA65CAQT7,SKTHQJ954DKQC8642,SA852H6DJ8742CK95,SJ9764HA73DT93CJ3,SQ3HKT82DA65CAQT7,SKTHQJ954DKQC8642,SA852H6DJ8742CK95,SJ9764HA73DT93CJ3,5,PASS PASS 1NT D! PASS 2C! PASS 2H D! 3H PASS PASS PASS,3H
85338.lin,BBO,closed,21,n,ns,3,N,SQ3HKT82DA65CAQT7,SKTHQJ954DKQC8642,SA852H6DJ8742CK95,SJ9764HA73DT93CJ3,SQ3HKT82DA65CAQT7,SKTHQJ954DKQC8642,SA852H6DJ8742CK95,SJ9764HA73DT93CJ3,7,PASS PASS 1NT PASS 2C PASS 2H PASS 2NT PASS PASS PASS,2NT
85338.lin,BBO,open,22,e,ew,4,E,ST7HA987DQ53CKQT9,S532HQJT53DJ42C62,SJ864HK642D976C84,SAKQ9HDAKT8CAJ753,ST7HA987DQ53CKQT9,S532HQJT53DJ42C62,SJ864HK642D976C84,SAKQ9HDAKT8CAJ753,9,2C PASS 2D! PASS 3H! PASS 3S! PASS 4D! PASS 4S PASS PASS PASS,4S
85338.lin,BBO,closed,22,e,ew,4,E,ST7HA987DQ53CKQT9,S532HQJT53DJ42C62,SJ864HK642D976C84,SAKQ9HDAKT8CAJ753,ST7HA987DQ53CKQT9,S532HQJT53DJ42C62,SJ864HK642D976C84,SAKQ9HDAKT8CAJ753,8,1C! PASS 1D! PASS 2S PASS 2NT PASS 3D PASS 3S PASS 3NT X PASS PASS 4S PASS PASS PASS,4S
85338.lin,BBO,open,23,b,both,1,S,SAQ542HA7D864CK32,SKJHJT843DQJ72C85,ST876HK92DK93CT96,S93HQ65DAT5CAQJ74,SAQ542HA7D864CK32,SKJHJT843DQJ72C85,ST876HK92DK93CT96,S93HQ65DAT5CAQJ74,10,1S PASS 2S 3C PASS PASS PASS,3C
85338.lin,BBO,closed,23,b,both,1,S,SAQ542HA7D864CK32,SKJHJT843DQJ72C85,ST876HK92DK93CT96,S93HQ65DAT5CAQJ74,SAQ542HA7D864CK32,SKJHJT843DQJ72C85,ST876HK92DK93CT96,S93HQ65DAT5CAQJ74,7,1S PASS 3S PASS PASS PASS,3S
85338.lin,BBO,open,24,o,none,2,W,SAK74H92DQT2CAT95,SJTHA54DJ8653CJ87,S652HKT73DK97CQ64,SQ983HQJ86DA4CK32,SAK74H92DQT2CAT95,SJTHA54DJ8653CJ87,S652HKT73DK97CQ64,SQ983HQJ86DA4CK32,7,PASS PASS 1C PASS 1D! PASS 1H PASS PASS PASS,1H
85338.lin,BBO,closed,24,o,none,2,W,SAK74H92DQT2CAT95,SJTHA54DJ8653CJ87,S652HKT73DK97CQ64,SQ983HQJ86DA4CK32,SAK74H92DQT2CAT95,SJTHA54DJ8653CJ87,S652HKT73DK97CQ64,SQ983HQJ86DA4CK32,7,PASS PASS 1C PASS 1S! PASS 1NT PASS PASS PASS,1NT
85341.lin,BBO,open,25,e,ew,3,N,SJ3HKJ6532DJCQJ86,SK5HTDA98742CAT97,SQT742HAQ97DQ5CK3,SA986H84DKT63C542,SJ3HKJ6532DJCQJ86,SK5HTDA98742CAT97,SQT742HAQ97DQ5CK3,SA986H84DKT63C542,9,1S PASS 1NT 2D 2H 3D 4H PASS PASS PASS,4H
85341.lin,BBO,closed,25,e,ew,3,N,SJ3HKJ6532DJCQJ86,SK5HTDA98742CAT97,SQT742HAQ97DQ5CK3,SA986H84DKT63C542,SJ3HKJ6532DJCQJ86,SK5HTDA98742CAT97,SQT742HAQ97DQ5CK3,SA986H84DKT63C542,9,1S PASS 1NT 2D 2H 3D 4H X PASS PASS PASS,4H
85341.lin,BBO,open,26,b,both,4,E,S865HAQ432DT86CK4,SA93HT987DA542CA6,SKQ2HKJ6DK73CJ853,SJT74H5DQJ9CQT972,S865HAQ432DT86CK4,SA93HT987DA542CA6,SKQ2HKJ6DK73CJ853,SJT74H5DQJ9CQT972,7,PASS PASS 1D PASS 1S PASS 1NT PASS PASS PASS,1NT
85341.lin,BBO,closed,26,b,both,4,E,S865HAQ432DT86CK4,SA93HT987DA542CA6,SKQ2HKJ6DK73CJ853,SJT74H5DQJ9CQT972,S865HAQ432DT86CK4,SA93HT987DA542CA6,SKQ2HKJ6DK73CJ853,SJT74H5DQJ9CQT972,8,PASS PASS 1D X PASS 2H PASS PASS PASS,2H
85341.lin,BBO,open,27,o,none,1,S,S98HT7DAQCQJT9432,SKTHAKJ54D93CA876,SAQ763H8DKT7542CK,SJ542HQ9632DJ86C5,S98HT7DAQCQJT9432,SKTHAKJ54D93CA876,SAQ763H8DKT7542CK,SJ542HQ9632DJ86C5,9,3C 3H PASS 4H PASS PASS PASS,4H
85341.lin,BBO,closed,27,o,none,1,S,S98HT7DAQCQJT9432,SKTHAKJ54D93CA876,SAQ763H8DKT7542CK,SJ542HQ9632DJ86C5,S98HT7DAQCQJT9432,SKTHAKJ54D93CA876,SAQ763H8DKT7542CK,SJ542HQ9632DJ86C5,10,PASS 1H 2H! 4H PASS PASS 5D PASS PASS PASS,5D
85341.lin,BBO,open,28,n,ns,2,W,SJ97HJ873DQT65CQJ,SAT4HKQ9654DA32CA,SK52HAT2D98CT7643,SQ863HDKJ74CK9852,SJ97HJ873DQT65CQJ,SAT4HKQ9654DA32CA,SK52HAT2D98CT7643,SQ863HDKJ74CK9852,,1H PASS 1S PASS 3H PASS 3NT PASS PASS PASS,3NT
85341.lin,BBO,closed,28,n,ns,2,W,SJ97HJ873DQT65CQJ,SAT4HKQ9654DA32CA,SK52HAT2D98CT7643,SQ863HDKJ74CK9852,SJ97HJ873DQT65CQJ,SAT4HKQ9654DA32CA,SK52HAT2D98CT7643,SQ863HDKJ74CK9852,10,1C! PASS 2H! PASS 2NT PASS 3H PASS 4S PASS PASS PASS,4S
85341.lin,BBO,open,29,b,both,3,N,S982H75DJT74CAKT8,STHJT986DK83C7543,SJ763HKQ3D965CQJ2,SAKQ54HA42DAQ2C96,S982H75DJT74CAKT8,STHJT986DK83C7543,SJ763HKQ3D965CQJ2,SAKQ54HA42DAQ2C96,9,PASS 1S PASS 1NT PASS 2N! PASS 3D! PASS 3H PASS PASS PASS,3H
85341.lin,BBO,closed,29,b,both,3,N,S982H75DJT74CAKT8,STHJT986DK83C7543,SJ763HKQ3D965CQJ2,SAKQ54HA42DAQ2C96,S982H75DJT74CAKT8,STHJT986DK83C7543,SJ763HKQ3D965CQJ2,SAKQ54HA42DAQ2C96,10,PASS 1C! PASS 1D! PASS 1S PASS 1NT PASS 2NT PASS 3H PASS 4H PASS PASS PASS,4H
85341.lin,BBO,open,30,o,none,4,E,SAKQT85HT864D6C52,S92HAKJ93D9843CT9,S764HQ72DAQJCKJ43,SJ3H5DKT752CAQ876,SAKQT85HT864D6C52,S92HAKJ93D9843CT9,S764HQ72DAQJCKJ43,SJ3H5DKT752CAQ876,9,PASS 1S PASS 2C! 2D 2H 3D 3NT PASS PASS PASS,3NT
85341.lin,BBO,open,31,n,ns,1,S,SKQ6HJ87D54CA9654,SAJ95HAQTDK76CKJ8,ST732H543DAJ9CT72,S84HK962DQT832CQ3,SKQ6HJ87D54CA9654,SAJ95HAQTDK76CKJ8,ST732H543DAJ9CT72,S84HK962DQT832CQ3,9,PASS 1C PASS 1H PASS 2NT PASS 3NT PASS PASS PASS,3NT
85341.lin,BBO,closed,31,n,ns,1,S,SKQ6HJ87D54CA9654,SAJ95HAQTDK76CKJ8,ST732H543DAJ9CT72,S84HK962DQT832CQ3,SKQ6HJ87D54CA9654,SAJ95HAQTDK76CKJ8,ST732H543DAJ9CT72,S84HK962DQT832CQ3,11,PASS 1C! PASS 1D PASS 1H PASS 1S PASS 1NT PASS 3NT PASS PASS PASS,3NT
85341.lin,BBO,open,32,e,ew,2,W,SAQ5HQT872DJ8CK54,S7432HDKQ972CAQT2,SHKJ964DA43CJ9876,SKJT986HA53DT65C3,SAQ5HQT872DJ8CK54,S7432HDKQ972CAQT2,SHKJ964DA43CJ9876,SKJT986HA53DT65C3,10,1D 1H 1S 4H 4S 5H 5S X PASS PASS XX PASS PASS PASS,5S
85341.lin,BBO,closed,32,e,ew,2,W,SAQ5HQT872DJ8CK54,S7432HDKQ972CAQT2,SHKJ964DA43CJ9876,SKJT986HA53DT65C3,SAQ5HQT872DJ8CK54,S7432HDKQ972CAQT2,SHKJ964DA43CJ9876,SKJT986HA53DT65C3,9,1D 1H 1S 4H 4S 5H 5S PASS PASS PASS,5S
85341.lin,BBO,open,33,o,none,3,N,ST8HT8765D963CKQJ,SAKQ62HQJ92DT74CT,SJ93HK4D82CA87642,S754HA3DAKQJ5C953,ST8HT8765D963CKQJ,SAKQ62HQJ92DT74CT,SJ93HK4D82CA87642,S754HA3DAKQJ5C953,12,PASS 1NT PASS 2C X 2D 3C 3H! PASS 4H PASS 4S PASS 5D PASS PASS PASS,5D
85341.lin,BBO,closed,33,o,none,3,N,ST8HT8765D963CKQJ,SAKQ62HQJ92DT74CT,SJ93HK4D82CA87642,S754HA3DAKQJ5C953,ST8HT8765D963CKQJ,SAKQ62HQJ92DT74CT,SJ93HK4D82CA87642,S754HA3DAKQJ5C953,11,PASS 1D PASS 1S 2C X 3C 4S PASS PASS PASS,4S
85341.lin,BBO,open,34,n,ns,4,E,S53HT8DQT5CAJ7543,SQJHKQ5432D963CK8,S97642HJ97D8CQ962,SAKT8HA6DAKJ742CT,S53HT8DQT5CAJ7543,SQJHKQ5432D963CK8,S97642HJ97D8CQ962,SAKT8HA6DAKJ742CT,13,1D PASS 1H PASS 2S PASS 3H PASS 4NT PASS 5C PASS 5D PASS 6C PASS 6H PASS PASS PASS,6H
85341.lin,BBO,closed,34,n,ns,4,E,S53HT8DQT5CAJ7543,SQJHKQ5432D963CK8,S97642HJ97D8CQ962,SAKT8HA6DAKJ742CT,S53HT8DQT5CAJ7543,SQJHKQ5432D963CK8,S97642HJ97D8CQ962,SAKT8HA6DAKJ742CT,11,1C! PASS 1H PASS 2D PASS 2H PASS 2S PASS 3D PASS 3H PASS 4C PASS 4D PASS 4H PASS 4NT PASS 5C X 6D PASS PASS PASS,6D
85341.lin,BBO,closed,35,e,ew,1,S,SAQ9HKJT94DK984CA,SKT54HQ5D75CT6432,S6HA832DAQJT32CQ5,SJ8732H76D6CKJ987,SAQ9HKJT94DK984CA,SKT54HQ5D75CT6432,S6HA832DAQJT32CQ5,SJ8732H76D6CKJ987,13,1NT PASS 2C X 3H PASS 3S! PASS 4C PASS 4NT PASS 5D PASS 5H PASS 6H PASS PASS PASS,6H
85341.lin,BBO,open,36,b,both,2,W,SA853HT765DK5C963,SJH984DQ94CAKT854,SQT42HAKQJDJ763C7,SK976H32DAT82CQJ2,SA853HT765DK5C963,SJH984DQ94CAKT854,SQT42HAKQJDJ763C7,SK976H32DAT82CQJ2,9,PASS 1D PASS 1H 2C 2H 2NT PASS 3C 3H PASS PASS PASS,3H
85341.lin,BBO,closed,36,b,both,2,W,SA853HT765DK5C963,SJH984DQ94CAKT854,SQT42HAKQJDJ763C7,SK976H32DAT82CQJ2,SA853HT765DK5C963,SJH984DQ94CAKT854,SQT42HAKQJDJ763C7,SK976H32DAT82CQJ2,9,PASS 1D PASS 1H 2C 4H PASS PASS PASS,4H
85344.lin,BBO,open,1,o,none,3,N,SA982HA8753DCKQ62,SJ7H94DAQJ9543CT5,ST53HKQJT6DK8C943,SKQ64H2DT762CAJ87,SA982HA8753DCKQ62,SJ7H94DAQJ9543CT5,ST53HKQJT6DK8C943,SKQ64H2DT762CAJ87,10,PASS 1D X 3D 4H PASS PASS PASS,4H
85344.lin,BBO,closed,1,o,none,3,N,SA982HA8753DCKQ62,SJ7H94DAQJ9543CT5,ST53HKQJT6DK8C943,SKQ64H2DT762CAJ87,SA982HA8753DCKQ62,SJ7H94DAQJ9543CT5,ST53HKQJT6DK8C943,SKQ64H2DT762CAJ87,11,PASS 1C 1H 2C! 2D PASS 2S 3D 4H 5D 5H PASS PASS PASS,5H
85344.lin,BBO,open,2,n,ns,4,E,S2HQJDK964CAK8642,SAK954HK963DC9753,ST76HT82DAJ732CJT,SQJ83HA754DQT85CQ,S2HQJDK964CAK8642,SAK954HK963DC9753,ST76HT82DAJ732CJT,SQJ83HA754DQT85CQ,9,1D 2C 2S PASS 4S PASS PASS PASS,4S
85344.lin,BBO,closed,2,n,ns,4,E,S2HQJDK964CAK8642,SAK954HK963DC9753,ST76HT82DAJ732CJT,SQJ83HA754DQT85CQ,S2HQJDK964CAK8642,SAK954HK963DC9753,ST76HT82DAJ732CJT,SQJ83HA754DQT85CQ,10,1NT PASS 2C PASS 2H PASS 4H PASS PASS PASS,4H
85344.lin,BBO,open,3,e,ew,1,S,S3HKT42DJ82CQJ742,SAKQJ52H63DA765CK,ST974HQ95DT94C863,S86HAJ87DKQ3CAT95,S3HKT42DJ82CQJ742,SAKQJ52H63DA765CK,ST974HQ95DT94C863,S86HAJ87DKQ3CAT95,13,PASS 1C! PASS 2N! PASS 3S! PASS 3NT PASS 4S PASS 4NT PASS 5C PASS 5D PASS 6C PASS 6NT PASS PASS PASS,6NT
85344.lin,BBO,closed,3,e,ew,1,S,S3HKT42DJ82CQJ742,SAKQJ52H63DA765CK,ST974HQ95DT94C863,S86HAJ87DKQ3CAT95,S3HKT42DJ82CQJ742,SAKQJ52H63DA765CK,ST974HQ95DT94C863,S86HAJ87DKQ3CAT95,,PASS 1S PASS 2C! PASS 2S PASS 3S PASS 4C PASS 4D PASS 4S PASS PASS PASS,4S
85344.lin,BBO,open,4,b,both,2,W,SAQJ9HJ6DAJ64C763,S83HK872DKT5CKQT2,ST52HAQ4D9732CJ98,SK764HT953DQ8CA54,SAQJ9HJ6DAJ64C763,S83HK872DKT5CKQT2,ST52HAQ4D9732CJ98,SK764HT953DQ8CA54,10,PASS PASS PASS 1D PASS 1NT PASS PASS PASS,1NT
85344.lin,BBO,closed,4,b,both,2,W,SAQJ9HJ6DAJ64C763,S83HK872DKT5CKQT2,ST52HAQ4D9732CJ98,SK764HT953DQ8CA54,SAQJ9HJ6DAJ64C763,S83HK872DKT5CKQT2,ST52HAQ4D9732CJ98,SK764HT953DQ8CA54,8,PASS PASS 2H! PASS 3H PASS PASS PASS,3H
85344.lin,BBO,open,5,n,ns,3,N,SQHT8DQ543CJ87643,SAJT9763HKDJ76CA2,S8HAQJ65DK982CKT5,SK542H97432DATCQ9,SQHT8DQ543CJ87643,SAJT9763HKDJ76CA2,S8HAQJ65DK982CKT5,SK542H97432DATCQ9,10,1H PASS 1NT PASS 2D PASS PASS 2S PASS 3S PASS PASS PASS,3S
85344.lin,BBO,closed,5,n,ns,3,N,SQHT8DQ543CJ87643,SAJT9763HKDJ76CA2,S8HAQJ65DK982CKT5,SK542H97432DATCQ9,SQHT8DQ543CJ87643,SAJT9763HKDJ76CA2,S8HAQJ65DK982CKT5,SK542H97432DATCQ9,10,1H PASS PASS 1S PASS 2S PASS 4S PASS PASS PASS,4S
85344.lin,BBO,open,6,e,ew,4,E,SH954D9864CKJT853,SKJ9642HKQ7632DC9,SQT8753HDJ752CQ72,SAHAJT8DAKQT3CA64,SH954D9864CKJT853,SKJ9642HKQ7632DC9,SQT8753HDJ752CQ72,SAHAJT8DAKQT3CA64,13,1C! 2S! D! 4S 6H PASS PASS 6S 7D PASS 7H PASS PASS PASS,7H
85344.lin,BBO,closed,6,e,ew,4,E,SH954D9864CKJT853,SKJ9642HKQ7632DC9,SQT8753HDJ752CQ72,SAHAJT8DAKQT3CA64,SH954D9864CKJT853,SKJ9642HKQ7632DC9,SQT8753HDJ752CQ72,SAHAJT8DAKQT3CA64,13,2C! PASS 2S PASS 3D PASS 3H PASS 4H PASS 4NT PASS 5D PASS 5NT PASS 7H PASS PASS PASS,7H
85344.lin,BBO,open,7,b,both,1,S,S52HQT642D65CJ965,SKJ4HA873DKQ2CQT4,ST8H95DAJ8743C872,SAQ9763HKJDT9CAK3,S52HQT642D65CJ965,SKJ4HA873DKQ2CQT4,ST8H95DAJ8743C872,SAQ9763HKJDT9CAK3,12,PASS 1NT PASS 4D! PASS 4H PASS 6S PASS PASS PASS,6S
85344.lin,BBO,closed,7,b,both,1,S,S52HQT642D65CJ965,SKJ4HA873DKQ2CQT4,ST8H95DAJ8743C872,SAQ9763HKJDT9CAK3,S52HQT642D65CJ965,SKJ4HA873DKQ2CQT4,ST8H95DAJ8743C872,SAQ9763HKJDT9CAK3,12,PASS 1NT PASS 4H PASS 4S PASS 5NT PASS 7S X PASS PASS PASS,7S
85344.lin,BBO,open,8,o,none,2,W,SAT42HQ92D9876CK2,SK63H853DKQ3C9543,S98HAKJ6D542CAT87,SQJ75HT74DAJTCQJ6,SAT42HQ92D9876CK2,SK63H853DKQ3C9543,S98HAKJ6D542CAT87,SQJ75HT74DAJTCQJ6,8,PASS 1C X 1S X 1NT PASS PASS PASS,1NT
85344.lin,BBO,closed,8,o,none,2,W,SAT42HQ92D9876CK2,SK63H853DKQ3C9543,S98HAKJ6D542CAT87,SQJ75HT74DAJTCQJ6,SAT42HQ92D9876CK2,SK63H853DKQ3C9543,S98HAKJ6D542CAT87,SQJ75HT74DAJTCQJ6,7,PASS 1C PASS 1S PASS 1NT PASS PASS PASS,1NT
85344.lin,BBO,open,9,e,ew,3,N,SAKT732HK964D74CK,S986HQT532DKCQJT9,SHJ87DAT863C87652,SQJ54HADQJ952CA43,SAKT732HK964D74CK,S986HQT532DKCQJT9,SHJ87DAT863C87652,SQJ54HADQJ952CA43,8,PASS 1D 1S X 1N! X 2S PASS PASS 2NT PASS PASS PASS,2NT
85344.lin,BBO,closed,9,e,ew,3,N,SAKT732HK964D74CK,S986HQT532DKCQJT9,SHJ87DAT863C87652,SQJ54HADQJ952CA43,SAKT732HK964D74CK,S986HQT532DKCQJT9,SHJ87DAT863C87652,SQJ54HADQJ952CA43,,PASS 1D 1S X PASS 1NT 2S PASS PASS PASS,2S
85344.lin,BBO,open,10,b,both,4,E,SQT5HA9762D943C98,S98HJT4DAT765CJ72,SA6HKQ853DKJCAK65,SKJ7432HDQ82CQT43,SQT5HA9762D943C98,S98HJT4DAT765CJ72,SA6HKQ853DKJCAK65,SKJ7432HDQ82CQT43,11,2S PASS PASS X PASS 2NT PASS 3H PASS 4H PASS PASS PASS,4H
85344.lin,BBO,closed,10,b,both,4,E,SQT5HA9762D943C98,S98HJT4DAT765CJ72,SA6HKQ853DKJCAK65,SKJ7432HDQ82CQT43,SQT5HA9762D943C98,S98HJT4DAT765CJ72,SA6HKQ853DKJCAK65,SKJ7432HDQ82CQT43,,2S! PASS PASS 3NT PASS PASS PASS,3NT
85344.lin,BBO,open,11,o,none,1,S,SQT8HK93DA742CA65,S54HAJ6DK63CT9743,SKJ76HT85DT9CKQJ8,SA932HQ742DQJ85C2,SQT8HK93DA742CA65,S54HAJ6DK63CT9743,SKJ76HT85DT9CKQJ8,SA932HQ742DQJ85C2,,1D PASS 1S PASS 1NT PASS PASS PASS,1NT
85344.lin,BBO,closed,11,o,none,1,S,SQT8HK93DA742CA65,S54HAJ6DK63CT9743,SKJ76HT85DT9CKQJ8,SA932HQ742DQJ85C2,SQT8HK93DA742CA65,S54HAJ6DK63CT9743,SKJ76HT85DT9CKQJ8,SA932HQ742DQJ85C2,8,1D PASS 1S PASS 1NT PASS PASS PASS,1NT
